지점,지점명,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%)
762,강진면,2022-06-01 00:00,13.6,87.5,.6,0,990.2,1009.7,76
762,강진면,2022-06-01 01:00,13.4,0,.1,0,990,1009.5,81
762,강진면,2022-06-01 02:00,12.6,93.2,2.1,0,989.6,1009.2,87
762,강진면,2022-06-01 03:00,12.6,79.9,2.4,0,988.9,1008.4,85
762,강진면,2022-06-01 04:00,12.4,85.7,.8,0,989.2,1008.8,87
762,강진면,2022-06-01 05:00,12.3,79.4,1,0,989.1,1008.7,88
762,강진면,2022-06-01 06:00,12.6,59,.9,0,989,1008.5,88
762,강진면,2022-06-01 07:00,13.8,99.7,1.9,0,988.7,1008.1,83
762,강진면,2022-06-01 08:00,18,246,.5,0,988.9,1008,67
762,강진면,2022-06-01 09:00,23,102.4,2.6,0,988.1,1006.8,47
762,강진면,2022-06-01 10:00,25,100.8,2.5,0,987.5,1006.2,34
762,강진면,2022-06-01 11:00,28.1,126.4,1.6,0,986.8,1005.2,27
762,강진면,2022-06-01 12:00,28.6,266.4,3.4,0,986.2,1004.5,19
762,강진면,2022-06-01 13:00,29.3,264.9,3,0,985.5,1003.7,20
762,강진면,2022-06-01 14:00,29.8,118.7,2.3,0,984.5,1002.8,21
762,강진면,2022-06-01 15:00,30.5,269,2.1,0,983.8,1002,17
762,강진면,2022-06-01 16:00,30.6,260.5,1.8,0,983.4,1001.6,18
762,강진면,2022-06-01 17:00,28.1,251.7,2.8,0,983.6,1001.9,31
762,강진면,2022-06-01 18:00,25.9,288,2.2,0,984,1002.5,37
762,강진면,2022-06-01 19:00,22.7,273,2.3,0,984.9,1003.6,45
762,강진면,2022-06-01 20:00,20.4,240.8,1.2,0,985.6,1004.5,53
762,강진면,2022-06-01 21:00,17,267.9,1.9,0,986.4,1005.5,66
762,강진면,2022-06-01 22:00,15.6,0,.4,0,986.7,1006,70
762,강진면,2022-06-01 23:00,14.7,0,.4,0,986.8,1006.2,76
762,강진면,2022-06-02 00:00,13.1,0,.3,0,987.1,1006.6,83
762,강진면,2022-06-02 01:00,12.4,108.5,.5,0,987.6,1007.1,89
762,강진면,2022-06-02 02:00,11.5,0,.3,0,987.6,1007.2,92
762,강진면,2022-06-02 03:00,11.1,0,.3,0,987.7,1007.4,96
762,강진면,2022-06-02 04:00,10.3,75.8,1,0,987.9,1007.6,98
762,강진면,2022-06-02 05:00,9.9,89.4,.6,0,988.1,1007.9,97
762,강진면,2022-06-02 06:00,10,0,.1,0,988.5,1008.3,98
762,강진면,2022-06-02 07:00,12,115.2,1.3,0,988.6,1008.2,90
762,강진면,2022-06-02 08:00,15.9,93,3,0,988.6,1007.9,79
762,강진면,2022-06-02 09:00,20.6,105.5,2.2,0,988.3,1007.3,66
762,강진면,2022-06-02 10:00,23.6,113.1,2,0,988,1006.6,56
762,강진면,2022-06-02 11:00,26.2,227.9,2.3,0,987.9,1006.5,41
762,강진면,2022-06-02 12:00,26,292.2,2.2,0,987.5,1006.1,46
762,강진면,2022-06-02 13:00,26.4,285.9,2.8,0,987.5,1006,50
762,강진면,2022-06-02 14:00,27.5,285,2.6,0,987.1,1005.5,46
762,강진면,2022-06-02 15:00,28.5,319.8,1.6,0,987,1005.3,41
762,강진면,2022-06-02 16:00,28.1,272,2.6,0,986.9,1005.3,42
762,강진면,2022-06-02 17:00,27.7,233.8,1.6,0,986.7,1005.1,48
762,강진면,2022-06-02 18:00,26,259.4,2,0,986.8,1005.4,56
762,강진면,2022-06-02 19:00,23.5,273.9,1.5,0,987.4,1006,69
762,강진면,2022-06-02 20:00,21.3,279.6,1.8,0,988.4,1007.3,78
762,강진면,2022-06-02 21:00,20.5,262.8,1.8,0,988.9,1007.9,84
762,강진면,2022-06-02 22:00,20.3,297,1.3,0,989.3,1008.3,84
762,강진면,2022-06-02 23:00,19.3,250,.5,0,989.3,1008.2,87
762,강진면,2022-06-03 00:00,18.5,339.1,.8,0,989.7,1008.7,88
762,강진면,2022-06-03 01:00,17.4,321.7,.5,0,989.7,1008.9,92
762,강진면,2022-06-03 02:00,17.9,0,0,0,989.6,1008.7,91
762,강진면,2022-06-03 03:00,17.2,0,.1,0,989.3,1008.5,95
762,강진면,2022-06-03 04:00,16,0,.2,0,989.1,1008.4,97
762,강진면,2022-06-03 05:00,15.1,296.4,.7,0,989.8,1009.2,98
762,강진면,2022-06-03 06:00,15.5,292.7,.5,0,989.6,1009,99
762,강진면,2022-06-03 07:00,17.6,0,.2,0,990.1,1009.2,91
762,강진면,2022-06-03 08:00,21.2,0,.4,0,990.1,1009,79
762,강진면,2022-06-03 09:00,22.7,265.3,2,0,990.2,1009,68
762,강진면,2022-06-03 10:00,24.6,178.3,1.8,0,989.9,1008.6,59
762,강진면,2022-06-03 11:00,28.5,257.8,1.6,0,989.5,1007.9,44
762,강진면,2022-06-03 12:00,29.6,283.7,2.3,0,989.4,1007.8,41
762,강진면,2022-06-03 13:00,30.6,269.6,2.6,0,989,1007.3,33
762,강진면,2022-06-03 14:00,30.9,273.3,2.6,0,988.2,1006.5,34
762,강진면,2022-06-03 15:00,32.4,271,2.5,0,987.9,1006.1,34
762,강진면,2022-06-03 16:00,31.2,288.5,2.2,0,987.8,1006.1,40
762,강진면,2022-06-03 17:00,30.2,265.6,2.4,0,988,1006.3,43
762,강진면,2022-06-03 18:00,27.4,279.6,2.1,0,988.6,1007.1,54
762,강진면,2022-06-03 19:00,25.4,275.2,2.2,0,989.3,1008,62
762,강진면,2022-06-03 20:00,23.6,0,.3,0,990.1,1008.8,73
762,강진면,2022-06-03 21:00,21.9,0,.4,0,990.6,1009.5,82
762,강진면,2022-06-03 22:00,22.1,165.8,.9,0,991.3,1010.2,71
762,강진면,2022-06-03 23:00,21.2,74.4,1.4,0,991.2,1010.1,67
762,강진면,2022-06-04 00:00,19.2,89.5,2.4,0,991.2,1010.2,75
762,강진면,2022-06-04 01:00,18,0,.4,0,991.7,1010.8,81
762,강진면,2022-06-04 02:00,17.3,0,.1,0,991.8,1011,86
762,강진면,2022-06-04 03:00,16,0,.1,0,992.3,1011.7,90
762,강진면,2022-06-04 04:00,15.4,291.5,.5,0,992.4,1011.8,91
762,강진면,2022-06-04 05:00,15,78.9,1.1,0,992.2,1011.7,94
762,강진면,2022-06-04 06:00,15.1,90.5,2.2,0,992.3,1011.8,97
762,강진면,2022-06-04 07:00,16.6,96.2,2.6,0,992,1011.3,91
762,강진면,2022-06-04 08:00,21.5,78.7,3.7,0,991.8,1010.7,63
762,강진면,2022-06-04 09:00,23.7,92.4,5.1,0,991.7,1010.4,51
762,강진면,2022-06-04 10:00,25.5,93.9,4.1,0,991.4,1010.1,44
762,강진면,2022-06-04 11:00,26.4,84.6,4.5,0,990.9,1009.5,43
762,강진면,2022-06-04 12:00,28.2,87.3,4.7,0,990.4,1008.8,38
762,강진면,2022-06-04 13:00,28.7,69.9,3.8,0,989.8,1008.2,37
762,강진면,2022-06-04 14:00,28.4,.8,2.1,0,989.4,1007.8,34
762,강진면,2022-06-04 15:00,29,74.9,3,0,988.7,1007,31
762,강진면,2022-06-04 16:00,29.6,73.7,4.1,0,988.4,1006.8,32
762,강진면,2022-06-04 17:00,28.1,74.2,2.4,0,987.7,1006.1,34
762,강진면,2022-06-04 18:00,27.3,202.9,2.2,0,987.8,1006.3,33
762,강진면,2022-06-04 19:00,25.2,87.9,1.9,0,987.8,1006.4,38
762,강진면,2022-06-04 20:00,23.5,90.6,1.3,0,987.9,1006.5,42
762,강진면,2022-06-04 21:00,23.8,87.6,2,0,988.3,1006.9,38
762,강진면,2022-06-04 22:00,23,149,2.1,0,988.1,1006.8,44
762,강진면,2022-06-04 23:00,23.5,63.7,2.7,0,988.1,1006.7,38
762,강진면,2022-06-05 00:00,22.9,69.5,3.3,0,987.5,1006.2,41
762,강진면,2022-06-05 01:00,22.5,65.8,3.8,0,986.4,1005.1,45
762,강진면,2022-06-05 02:00,22.3,71.2,3.9,0,986,1004.7,47
762,강진면,2022-06-05 03:00,21.6,74.4,3.2,0,986.3,1005.1,50
762,강진면,2022-06-05 04:00,20.3,77.6,3.2,0,986,1004.9,60
762,강진면,2022-06-05 05:00,16.9,76.1,3.1,1,985.7,1004.8,84
762,강진면,2022-06-05 06:00,17.5,86,3.4,.5,985,1004.1,83
762,강진면,2022-06-05 07:00,17.9,67.8,7.2,0,985.1,1004.1,79
762,강진면,2022-06-05 08:00,17.3,69.6,6.3,.5,984.6,1003.7,82
762,강진면,2022-06-05 09:00,16.2,80.2,4.1,4,983.9,1003.1,94
762,강진면,2022-06-05 10:00,16,84.7,4.9,3.5,983.6,1002.8,95
762,강진면,2022-06-05 11:00,16.6,75.9,5.2,3.5,983.3,1002.4,90
762,강진면,2022-06-05 12:00,16.7,68.4,4.2,2,982.9,1002,95
762,강진면,2022-06-05 13:00,16.7,83.5,2.3,2.5,982.4,1001.5,97
762,강진면,2022-06-05 14:00,16.7,67.7,1.8,3,981.6,1000.7,97
762,강진면,2022-06-05 15:00,16.8,0,.4,6,981.2,1000.3,97
762,강진면,2022-06-05 16:00,16.5,89,1.4,7.5,980.7,999.8,99
762,강진면,2022-06-05 17:00,16.5,96.1,1.2,4.5,980.6,999.7,99
762,강진면,2022-06-05 18:00,16.3,71.5,1.2,3,980.4,999.5,97
762,강진면,2022-06-05 19:00,16.9,101.2,4.4,3.5,979.6,998.6,91
762,강진면,2022-06-05 20:00,17.2,106.4,5.4,1.5,978.8,997.8,87
762,강진면,2022-06-05 21:00,16.4,100.8,1,.5,978.8,997.9,95
762,강진면,2022-06-05 22:00,16.7,298.7,2.3,.5,979.1,998.1,97
762,강진면,2022-06-05 23:00,16.5,261.3,2,0,979.6,998.7,96
762,강진면,2022-06-06 00:00,16,253.5,1.8,0,979.3,998.4,98
762,강진면,2022-06-06 01:00,16.3,276,1.2,0,979.5,998.6,97
762,강진면,2022-06-06 02:00,15.8,295.5,1.5,0,979.4,998.5,99
762,강진면,2022-06-06 03:00,15.6,258.6,1.9,0,979,998.2,100
762,강진면,2022-06-06 04:00,15.7,297,.6,0,978.7,997.8,100
762,강진면,2022-06-06 05:00,16.1,255,1.4,0,978.9,998,100
762,강진면,2022-06-06 06:00,16.4,257.3,2.1,0,979.1,998.2,98
762,강진면,2022-06-06 07:00,17.5,264.7,1.4,0,979,997.9,95
762,강진면,2022-06-06 08:00,17.6,283.5,1.2,0,979.8,998.7,89
762,강진면,2022-06-06 09:00,17.5,270.6,2,0,980,999,89
762,강진면,2022-06-06 10:00,17.2,249,2.3,0,979.7,998.7,93
762,강진면,2022-06-06 11:00,17.4,293.8,2,0,980.3,999.3,93
762,강진면,2022-06-06 12:00,17.3,249.8,2.8,1,980.3,999.3,95
762,강진면,2022-06-06 13:00,18.6,250.1,2.3,.5,980.1,998.9,92
762,강진면,2022-06-06 14:00,20.4,230.7,1.9,0,980.2,999,83
762,강진면,2022-06-06 15:00,21.1,239.7,1,0,980.8,999.6,75
762,강진면,2022-06-06 16:00,22.5,247.2,2,0,980.6,999.2,70
762,강진면,2022-06-06 17:00,22.7,267.9,2.7,0,980.6,999.2,69
762,강진면,2022-06-06 18:00,22.5,222.1,1.7,0,980.6,999.2,73
762,강진면,2022-06-06 19:00,19.3,273.3,1,0,981.1,999.9,91
762,강진면,2022-06-06 20:00,18.5,280.6,.6,0,982,1000.9,93
762,강진면,2022-06-06 21:00,18.5,265.1,1.1,0,983.3,1002.2,94
762,강진면,2022-06-06 22:00,18.9,281.1,1.6,0,984.3,1003.2,86
762,강진면,2022-06-06 23:00,17.7,244.7,1.3,0,984.4,1003.4,96
762,강진면,2022-06-07 00:00,17.5,0,.1,0,984.7,1003.7,99
762,강진면,2022-06-07 01:00,17.2,294.6,.7,0,984.8,1003.9,99
762,강진면,2022-06-07 02:00,17.2,0,.2,0,984.7,1003.8,99
762,강진면,2022-06-07 03:00,17.1,80.9,2.2,0,984.5,1003.6,100
762,강진면,2022-06-07 04:00,17.3,75.3,1.9,0,984.7,1003.8,96
762,강진면,2022-06-07 05:00,17.5,66.2,1.7,0,985.3,1004.4,92
762,강진면,2022-06-07 06:00,17.3,89.2,2.2,0,985.6,1004.7,91
762,강진면,2022-06-07 07:00,17.9,107.9,2.8,0,985.7,1004.7,86
762,강진면,2022-06-07 08:00,18.4,81.3,2.2,0,986.4,1005.4,84
762,강진면,2022-06-07 09:00,18.7,121.1,2.7,0,986.7,1005.7,78
762,강진면,2022-06-07 10:00,19.1,185.3,1.8,0,987.1,1006,74
762,강진면,2022-06-07 11:00,19.9,81.7,2.8,0,986.9,1005.9,74
762,강진면,2022-06-07 12:00,20,80.9,2,0,986.9,1005.9,72
762,강진면,2022-06-07 13:00,20.6,87,3.6,0,986.7,1005.6,72
762,강진면,2022-06-07 14:00,19.6,84.4,2.7,0,986.7,1005.7,74
762,강진면,2022-06-07 15:00,17.2,0,.4,10.5,987.2,1006.3,97
762,강진면,2022-06-07 16:00,17.5,80.2,1.5,1,987.3,1006.4,98
762,강진면,2022-06-07 17:00,16.6,95.3,2,6,987.5,1006.7,99
762,강진면,2022-06-07 18:00,16.3,77.5,.7,8.5,987.7,1006.9,99
762,강진면,2022-06-07 19:00,16.3,88.2,.7,3.5,988.2,1007.5,99
762,강진면,2022-06-07 20:00,15.9,103.3,1.6,11.5,988.8,1008.1,100
762,강진면,2022-06-07 21:00,15.9,77.3,1.2,2.5,989.2,1008.5,97
762,강진면,2022-06-07 22:00,15.8,84.9,2.3,.5,989.7,1009,95
762,강진면,2022-06-07 23:00,15.8,81.4,2.2,0,990,1009.3,95
762,강진면,2022-06-08 00:00,15.3,90.7,1.9,.5,989.9,1009.3,99
762,강진면,2022-06-08 01:00,15.2,0,.3,.5,990,1009.4,98
762,강진면,2022-06-08 02:00,15.2,103.1,.6,.5,990,1009.4,98
762,강진면,2022-06-08 03:00,15.1,86.9,1.8,.5,990.4,1009.8,99
762,강진면,2022-06-08 04:00,15.1,64.2,.8,0,990.3,1009.7,98
762,강진면,2022-06-08 05:00,15.2,73.4,1.5,0,990.6,1010,95
762,강진면,2022-06-08 06:00,15.1,0,.2,0,991.6,1011.1,99
762,강진면,2022-06-08 07:00,15.6,95.7,2.1,0,991.9,1011.3,98
762,강진면,2022-06-08 08:00,16.2,70.6,1.6,0,992.3,1011.6,92
762,강진면,2022-06-08 09:00,17.8,89.4,3.1,0,992.5,1011.7,84
762,강진면,2022-06-08 10:00,18.9,93.5,1.9,0,992.3,1011.3,82
762,강진면,2022-06-08 11:00,20.1,125.9,1,0,991.7,1010.8,75
762,강진면,2022-06-08 12:00,21.1,106.4,2,0,991.5,1010.5,70
762,강진면,2022-06-08 13:00,21,121.4,.8,0,991.2,1010.2,64
762,강진면,2022-06-08 14:00,22.8,256.6,1.9,0,990.7,1009.5,58
762,강진면,2022-06-08 15:00,22.7,208.4,2.5,0,990.3,1009.1,61
762,강진면,2022-06-08 16:00,23.4,260.5,2.8,0,990.2,1008.9,59
762,강진면,2022-06-08 17:00,22.1,241.9,2.3,0,990.4,1009.2,66
762,강진면,2022-06-08 18:00,21.8,268.5,2.5,0,990.6,1009.5,67
762,강진면,2022-06-08 19:00,20.5,272.6,.7,0,991,1010,73
762,강진면,2022-06-08 20:00,18.8,303.8,.6,0,991.5,1010.5,85
762,강진면,2022-06-08 21:00,18.6,0,.1,0,992.5,1011.6,88
762,강진면,2022-06-08 22:00,17.5,245.2,.6,0,993.2,1012.4,94
762,강진면,2022-06-08 23:00,16.7,299.6,1,0,993.5,1012.8,95
762,강진면,2022-06-09 00:00,16.3,0,.4,0,993.2,1012.5,98
762,강진면,2022-06-09 01:00,16.2,0,.2,0,993,1012.4,99
762,강진면,2022-06-09 02:00,16.4,71.7,.9,0,992.7,1012,98
762,강진면,2022-06-09 03:00,16.4,0,.2,0,992.7,1012,98
762,강진면,2022-06-09 04:00,15.7,88.9,1,0,993,1012.4,99
762,강진면,2022-06-09 05:00,15.3,0,0,0,993,1012.5,100
762,강진면,2022-06-09 06:00,15.5,86,.6,0,993.5,1012.9,99
762,강진면,2022-06-09 07:00,15.7,105.4,1.9,0,993.5,1012.9,100
762,강진면,2022-06-09 08:00,18.3,112.3,1.8,0,994,1013.1,89
762,강진면,2022-06-09 09:00,20.9,107,2.4,0,994.1,1013.1,72
762,강진면,2022-06-09 10:00,22.8,98.4,2.9,0,993.7,1012.5,67
762,강진면,2022-06-09 11:00,24.2,103.7,2.5,0,993.5,1012.2,54
762,강진면,2022-06-09 12:00,20,,,0,993.5,1012.6,50
762,강진면,2022-06-09 13:00,25.7,98.9,1.9,0,992.8,1011.5,47
762,강진면,2022-06-09 14:00,26,299,2.1,0,992.5,1011.2,48
762,강진면,2022-06-09 15:00,26.1,283.9,1.7,0,991.9,1010.5,50
762,강진면,2022-06-09 16:00,26,261.7,2,0,991.4,1010,49
762,강진면,2022-06-09 17:00,24.2,263.5,2.9,0,991.9,1010.5,70
762,강진면,2022-06-09 18:00,22.4,255.6,1.9,0,992.3,1011.1,74
762,강진면,2022-06-09 19:00,21.3,255.1,2.4,0,992.6,1011.6,79
762,강진면,2022-06-09 20:00,20.5,279.1,1.2,0,993.1,1012.2,82
762,강진면,2022-06-09 21:00,19.9,246.8,1.4,0,994,1013.1,85
762,강진면,2022-06-09 22:00,19.1,263.7,1.1,0,994.3,1013.4,90
762,강진면,2022-06-09 23:00,18,0,.1,0,994.1,1013.3,93
762,강진면,2022-06-10 00:00,17.6,0,0,0,993.8,1013,92
762,강진면,2022-06-10 01:00,17.6,66.8,.9,0,993.6,1012.8,96
762,강진면,2022-06-10 02:00,16.6,0,.4,0,993.9,1013.2,98
762,강진면,2022-06-10 03:00,15.7,79.9,1.5,0,993.5,1012.9,99
762,강진면,2022-06-10 04:00,16,0,0,0,993.8,1013.2,100
762,강진면,2022-06-10 05:00,15.9,102.8,.7,0,994.1,1013.5,100
762,강진면,2022-06-10 06:00,15.7,81,1.4,0,994.3,1013.7,100
762,강진면,2022-06-10 07:00,15.8,84.4,2.8,0,994.3,1013.7,100
762,강진면,2022-06-10 08:00,17.4,94.8,3.3,0,994,1013.2,100
762,강진면,2022-06-10 09:00,21.6,95,3.6,0,993.9,1012.9,75
762,강진면,2022-06-10 10:00,23.3,89.6,4,0,993.7,1012.5,65
762,강진면,2022-06-10 11:00,24.7,77.6,3.4,0,992.8,1011.6,55
762,강진면,2022-06-10 12:00,26.2,88,3.4,0,993.3,1012,49
762,강진면,2022-06-10 13:00,26.8,54.6,.9,0,993,1011.6,47
762,강진면,2022-06-10 14:00,27,272.5,2.5,0,993.3,1011.9,47
762,강진면,2022-06-10 15:00,26.6,268.6,1.6,0,993.5,1012.1,46
762,강진면,2022-06-10 16:00,25.1,0,.4,0,993.1,1011.9,63
762,강진면,2022-06-10 17:00,24.3,273.8,1.4,0,993,1011.6,67
762,강진면,2022-06-10 18:00,23.1,254.7,1,0,993.1,1011.9,71
762,강진면,2022-06-10 19:00,21.7,247.3,1.7,0,993.5,1012.4,77
762,강진면,2022-06-10 20:00,20,265.9,1.1,0,994,1013.1,82
762,강진면,2022-06-10 21:00,19.4,259.7,1,0,994.4,1013.4,84
762,강진면,2022-06-10 22:00,19,287.5,1.7,0,994.9,1014,84
762,강진면,2022-06-10 23:00,18.3,301.8,1.3,0,994.5,1013.6,87
762,강진면,2022-06-11 00:00,17.5,265.8,1.3,0,993.8,1013,92
762,강진면,2022-06-11 01:00,17.8,277.6,1.6,0,993.4,1012.6,90
762,강진면,2022-06-11 02:00,17.5,273.8,1.9,0,992.9,1012.1,93
762,강진면,2022-06-11 03:00,16.6,250.6,1.6,0,992.7,1012,95
762,강진면,2022-06-11 04:00,16.1,275.1,.5,0,993,1012.4,98
762,강진면,2022-06-11 05:00,16.1,0,.2,0,993.2,1012.6,99
762,강진면,2022-06-11 06:00,15.9,77.2,1.6,0,993,1012.4,99
762,강진면,2022-06-11 07:00,17.1,97.4,1.6,0,992.9,1012.2,96
762,강진면,2022-06-11 08:00,19.9,77.5,1.8,0,992.9,1012,80
762,강진면,2022-06-11 09:00,22.3,113.9,1.3,0,992.2,1011,73
762,강진면,2022-06-11 10:00,25.9,122.3,1.7,0,991.8,1010.5,59
762,강진면,2022-06-11 11:00,26.8,263.9,2.4,0,991.5,1010.1,57
762,강진면,2022-06-11 12:00,27.6,243.2,1.9,0,991.3,1009.8,54
762,강진면,2022-06-11 13:00,27.8,219,1.8,0,990.6,1009.1,56
762,강진면,2022-06-11 14:00,26,254.2,2.4,0,990.2,1008.8,62
762,강진면,2022-06-11 15:00,25.9,273.5,.9,0,990.1,1008.7,69
762,강진면,2022-06-11 16:00,21.4,41.4,.7,.5,990.3,1009.2,92
762,강진면,2022-06-11 17:00,21.8,285.7,2,.5,990.1,1009,87
762,강진면,2022-06-11 18:00,22.5,271.6,1.2,0,990,1008.8,80
762,강진면,2022-06-11 19:00,19.9,273.9,1.4,0,990.7,1009.8,92
762,강진면,2022-06-11 20:00,18.6,263.4,1,0,991.2,1010.3,97
762,강진면,2022-06-11 21:00,17.8,0,.3,0,991.7,1010.9,99
762,강진면,2022-06-11 22:00,17.6,0,.4,0,992.4,1011.6,99
762,강진면,2022-06-11 23:00,17.2,0,0,0,992.5,1011.7,100
762,강진면,2022-06-12 00:00,16.8,93.7,.9,0,992.5,1011.8,100
762,강진면,2022-06-12 01:00,16.9,79.6,.6,0,992.8,1012.1,100
762,강진면,2022-06-12 02:00,16.7,86.7,1.1,0,992.6,1011.9,100
762,강진면,2022-06-12 03:00,16.5,95.3,1.2,0,992.9,1012.2,100
762,강진면,2022-06-12 04:00,16.1,0,0,0,993.1,1012.5,100
762,강진면,2022-06-12 05:00,16.1,0,0,0,993.7,1013.1,100
762,강진면,2022-06-12 06:00,16,93.6,2.1,0,993.7,1013.1,100
762,강진면,2022-06-12 07:00,16.4,83.9,2.6,0,993.5,1012.8,100
762,강진면,2022-06-12 08:00,17.5,104.5,1.7,0,993.8,1013,100
762,강진면,2022-06-12 09:00,22.5,99.9,2.7,0,993.4,1012.2,75
762,강진면,2022-06-12 10:00,24.9,98.6,2.3,0,993.3,1012.1,66
762,강진면,2022-06-12 11:00,25.6,202.7,1.5,0,993.2,1011.9,64
762,강진면,2022-06-12 12:00,26.1,163.3,1.1,0,992.6,1011.3,59
762,강진면,2022-06-12 13:00,26.3,257.1,1.4,0,991.7,1010.3,57
762,강진면,2022-06-12 14:00,26.8,295.8,1.4,0,991.3,1009.9,57
762,강진면,2022-06-12 15:00,28,231.7,1.7,0,991.1,1009.6,52
762,강진면,2022-06-12 16:00,26.1,253.8,1.4,0,990.9,1009.5,60
762,강진면,2022-06-12 17:00,23.1,268.4,2.4,0,991.3,1010,72
762,강진면,2022-06-12 18:00,19.8,298.2,1.7,7.5,991.9,1011,95
762,강진면,2022-06-12 19:00,19.5,279.4,1.1,5,992,1011,99
762,강진면,2022-06-12 20:00,19.2,247.6,.9,0,992.6,1011.6,99
762,강진면,2022-06-12 21:00,18.9,303.4,.6,.5,992.4,1011.4,98
762,강진면,2022-06-12 22:00,18.6,328.8,.8,0,992.8,1011.9,99
762,강진면,2022-06-12 23:00,18.3,285.7,1,0,992.7,1011.8,99
762,강진면,2022-06-13 00:00,18.1,279,.7,0,992.7,1011.8,100
762,강진면,2022-06-13 01:00,17.9,80.7,2,0,991.5,1010.6,100
762,강진면,2022-06-13 02:00,18.1,74.6,1.6,0,990.7,1009.8,100
762,강진면,2022-06-13 03:00,17.8,0,.3,0,990.4,1009.5,100
762,강진면,2022-06-13 04:00,17.7,0,0,0,989.8,1008.9,100
762,강진면,2022-06-13 05:00,17.4,313.3,.7,0,989.7,1008.9,99
