지점,지점명,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%)
764,신덕,2021-06-01 00:00,13.2,0,.2,0,987.6,1012.6,95
764,신덕,2021-06-01 01:00,12.6,0,.1,0,987.7,1012.8,96
764,신덕,2021-06-01 02:00,12.1,0,0,0,988.2,1013.3,97
764,신덕,2021-06-01 03:00,11.8,0,0,0,988.2,1013.4,98
764,신덕,2021-06-01 04:00,11.6,330.7,.6,0,988.4,1013.6,99
764,신덕,2021-06-01 05:00,11.1,0,.1,0,989,1014.3,99
764,신덕,2021-06-01 06:00,11.3,331.5,1,0,989.5,1014.8,99
764,신덕,2021-06-01 07:00,14.9,139.1,.8,0,989.7,1014.7,92
764,신덕,2021-06-01 08:00,18.4,0,.2,0,991.1,1015.6,80
764,신덕,2021-06-01 09:00,21.2,149.9,2.3,0,990.1,1014.4,60
764,신덕,2021-06-01 10:00,22.2,154.6,2.4,0,989.7,1013.8,49
764,신덕,2021-06-01 11:00,23.2,155.2,4.2,0,989,1013,48
764,신덕,2021-06-01 12:00,25,152.2,3.3,0,989,1013,40
764,신덕,2021-06-01 13:00,26.2,128.5,2.2,0,989.2,1013.1,35
764,신덕,2021-06-01 14:00,27.3,311.1,3.2,0,989.6,1013.3,36
764,신덕,2021-06-01 15:00,27.2,350.3,2.7,0,989,1012.7,37
764,신덕,2021-06-01 16:00,26.5,348.1,3.7,0,989.2,1013,39
764,신덕,2021-06-01 17:00,25,313.2,2.9,0,989.1,1013.1,43
764,신덕,2021-06-01 18:00,23.9,316.7,2,0,989.6,1013.5,50
764,신덕,2021-06-01 19:00,21.5,340.9,.5,0,990,1014.3,62
764,신덕,2021-06-01 20:00,19,334.2,1.3,0,990.1,1014.5,70
764,신덕,2021-06-01 21:00,17.6,330.2,1.1,0,990,1014.6,80
764,신덕,2021-06-01 22:00,16.8,0,.2,0,989.7,1014.4,85
764,신덕,2021-06-01 23:00,16.3,345.7,1.3,0,989.4,1014.1,88
764,신덕,2021-06-02 00:00,15.9,318.8,.7,0,989.5,1014.3,90
764,신덕,2021-06-02 01:00,15.3,0,0,0,989.3,1014.2,92
764,신덕,2021-06-02 02:00,15.1,322.7,.9,0,989.1,1014,92
764,신덕,2021-06-02 03:00,14.5,0,0,0,989.1,1014.1,95
764,신덕,2021-06-02 04:00,14.5,0,0,0,989.3,1014.3,95
764,신덕,2021-06-02 05:00,13.8,0,0,0,989.8,1014.8,96
764,신덕,2021-06-02 06:00,14.2,0,0,0,990,1014.9,96
764,신덕,2021-06-02 07:00,16.1,0,0,0,990.3,1015.1,90
764,신덕,2021-06-02 08:00,18.3,120.1,1.4,0,990.4,1014.9,80
764,신덕,2021-06-02 09:00,22,143.8,.8,0,990.2,1014.4,66
764,신덕,2021-06-02 10:00,24.6,144.9,1.9,0,989.6,1013.6,50
764,신덕,2021-06-02 11:00,26,170,2.9,0,989.3,1013.2,40
764,신덕,2021-06-02 12:00,26.7,175.7,2.6,0,988.8,1012.6,35
764,신덕,2021-06-02 13:00,27.5,151.6,3,0,988.6,1012.3,34
764,신덕,2021-06-02 14:00,27.1,162.4,2.7,0,987.9,1011.6,33
764,신덕,2021-06-02 15:00,26.7,176.9,2.4,0,987.4,1011.2,36
764,신덕,2021-06-02 16:00,26.5,170.2,1.5,0,987.4,1011.2,41
764,신덕,2021-06-02 17:00,26.4,174.5,3.3,0,986.5,1010.3,43
764,신덕,2021-06-02 18:00,25.8,179.5,2.3,0,986.6,1010.4,45
764,신덕,2021-06-02 19:00,24.3,172,2.3,0,987.2,1011,57
764,신덕,2021-06-02 20:00,22.5,166.6,2.6,0,986.7,1010.7,63
764,신덕,2021-06-02 21:00,18.4,338.7,.9,0,987.3,1011.7,82
764,신덕,2021-06-02 22:00,16.3,0,.4,0,988,1012.7,91
764,신덕,2021-06-02 23:00,15.3,0,0,0,987.5,1012.3,94
764,신덕,2021-06-03 00:00,15.2,330,.9,0,987.1,1011.9,96
764,신덕,2021-06-03 01:00,14.8,0,.2,0,986,1010.9,96
764,신덕,2021-06-03 02:00,14.5,0,0,0,986.2,1011.1,97
764,신덕,2021-06-03 03:00,13.9,328.5,.9,0,985.4,1010.2,98
764,신덕,2021-06-03 04:00,13.6,343.1,.9,0,984.6,1009.5,99
764,신덕,2021-06-03 05:00,14,0,0,0,983.8,1008.6,98
764,신덕,2021-06-03 06:00,16.7,165.3,2.1,0,982.9,1007.4,87
764,신덕,2021-06-03 07:00,17.1,0,0,0,982.9,1007.4,85
764,신덕,2021-06-03 08:00,18.6,150.6,3.1,0,982.6,1006.8,81
764,신덕,2021-06-03 09:00,17.4,143.1,2.1,2.5,982.2,1006.6,95
764,신덕,2021-06-03 10:00,17.7,149.3,2.8,2,981.4,1005.7,94
764,신덕,2021-06-03 11:00,18.3,149.4,2.9,.5,980.8,1005,92
764,신덕,2021-06-03 12:00,18.7,157.5,3.3,2,979.7,1003.9,93
764,신덕,2021-06-03 13:00,19.1,144.6,2.8,1.5,978.9,1003,95
764,신덕,2021-06-03 14:00,18.9,0,0,5,977.8,1001.9,96
764,신덕,2021-06-03 15:00,19,155.7,1.1,4,977,1001.1,96
764,신덕,2021-06-03 16:00,19.2,177.4,.8,1,976.3,1000.3,95
764,신덕,2021-06-03 17:00,19.3,0,.2,.5,975.9,999.9,97
764,신덕,2021-06-03 18:00,19.3,0,.1,1,975.5,999.5,97
764,신덕,2021-06-03 19:00,19.1,320.3,2.1,.5,975.7,999.7,98
764,신덕,2021-06-03 20:00,18.1,324,3.9,2,976.7,1000.9,95
764,신덕,2021-06-03 21:00,17.5,320.4,4.3,.5,977.4,1001.7,95
764,신덕,2021-06-03 22:00,17.5,308.5,1.6,3,977.7,1002,96
764,신덕,2021-06-03 23:00,17.6,318.6,2.7,1,977.7,1002,96
764,신덕,2021-06-04 00:00,17.1,306.4,1.1,.5,977.5,1001.8,97
764,신덕,2021-06-04 01:00,16.7,300.7,1.4,.5,977,1001.4,96
764,신덕,2021-06-04 02:00,16.7,307.7,1.9,0,977.3,1001.7,94
764,신덕,2021-06-04 03:00,16.6,321.9,2.9,0,977.3,1001.7,94
764,신덕,2021-06-04 04:00,15.4,320.3,3,0,977.7,1002.3,90
764,신덕,2021-06-04 05:00,14.3,322.7,2.5,0,977.8,1002.4,92
764,신덕,2021-06-04 06:00,13,0,.2,0,978.1,1002.9,99
764,신덕,2021-06-04 07:00,15.8,0,0,0,978.3,1002.8,89
764,신덕,2021-06-04 08:00,16.6,339.3,1,0,979,1003.4,77
