관측 일시,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2021-06-01,0.69,0.71,0.73,0.74,0.71,0.68,0.67,0.67,0.68,0.69,0.7,0.72,0.73,0.7,0.67,0.66,0.65,0.66,0.68,0.71,0.72,0.69,0.67,
2021-05-31,0.65,0.67,0.7,0.71,0.7,0.67,0.66,0.66,0.68,0.65,0.71,0.73,0.73,0.69,0.67,0.66,0.66,0.68,0.7,0.73,0.73,0.69,0.67,
2021-05-30,0.72,0.72,0.72,0.73,0.75,0.72,0.69,0.67,0.67,0.72,0.67,0.68,0.71,0.7,0.68,0.66,0.66,0.65,0.67,0.71,0.71,0.68,0.66,
2021-05-29,0.72,0.74,0.76,0.78,0.8,0.82,0.77,0.76,0.76,0.72,0.77,0.79,0.78,0.75,0.77,0.75,0.78,0.77,0.76,0.76,0.75,0.77,0.73,
2021-05-28,0.66,0.66,0.66,0.68,0.71,0.71,0.68,0.66,0.66,0.66,0.66,0.66,0.68,0.72,0.74,0.72,0.72,0.74,0.76,0.76,0.78,0.78,0.74,
2021-05-27,0.67,0.66,0.66,0.67,0.7,0.72,0.71,0.68,0.67,0.67,0.66,0.68,0.71,0.72,0.71,0.68,0.67,0.66,0.66,0.68,0.71,0.72,0.7,
2021-05-26,0.67,0.67,0.67,0.69,0.71,0.73,0.71,0.68,0.67,0.67,0.68,0.69,0.7,0.72,0.73,0.7,0.67,0.66,0.66,0.66,0.69,0.72,0.71,
2021-05-25,0.69,0.68,0.69,0.7,0.72,0.74,0.73,0.7,0.68,0.69,0.69,0.7,0.71,0.72,0.74,0.73,0.69,0.67,0.67,0.68,0.7,0.73,0.73,
2021-05-24,0.70,0.67,0.67,0.68,0.7,0.73,0.75,0.72,0.69,0.7,0.69,0.73,0.73,0.73,0.76,0.75,0.71,0.69,0.69,0.7,0.72,0.74,0.75,
2021-05-23,0.76,0.77,0.79,0.77,0.73,0.73,0.74,0.74,0.75,0.76,0.76,0.78,0.76,0.72,0.72,0.72,0.73,0.74,0.76,0.77,0.75,0.81,0.81,
2021-05-22,0.77,0.8,0.8,0.75,0.75,0.76,0.77,0.78,0.78,0.77,0.8,0.81,0.76,0.74,0.75,0.77,0.77,0.78,0.8,0.79,0.75,0.74,0.74,
2021-05-21,0.79,0.8,0.75,0.75,0.75,0.77,0.77,0.78,0.79,0.79,0.77,0.76,0.77,0.77,0.78,0.78,0.79,0.81,0.81,0.81,0.79,0.75,0.74,
2021-05-20,0.81,0.76,0.74,0.76,0.76,0.77,0.77,0.77,0.79,0.81,0.73,0.73,0.74,0.76,0.76,0.77,0.78,0.79,0.76,0.74,0.74,0.76,0.77,
2021-05-19,0.81,0.84,0.82,0.84,0.83,0.83,0.84,0.85,0.79,0.81,0.79,0.82,0.81,0.81,0.82,0.81,0.83,0.81,0.77,0.81,0.76,0.77,0.78,
2021-05-18,0.92,0.93,0.93,0.93,0.92,0.85,0.9,0.89,0.89,0.92,0.88,0.89,0.87,0.87,0.84,0.81,0.83,0.85,0.87,0.85,0.86,0.86,0.87,
2021-05-17,0.92,0.96,0.98,0.98,1.01,1.0,1.02,1.02,0.99,0.92,0.99,0.97,0.97,0.97,0.93,0.97,0.97,0.97,0.97,0.89,0.92,0.94,0.92,
2021-05-16,0.60,0.6,0.61,0.61,0.64,0.66,0.66,0.66,0.66,0.6,0.67,0.7,0.72,0.72,0.71,0.77,0.79,0.85,0.86,0.9,0.9,0.9,0.85,
2021-05-15,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.6,0.6,0.6,0.6,0.6,0.6,
2021-05-14,0.59,0.59,0.59,0.59,0.59,0.58,0.58,0.58,0.58,0.59,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,,,0.58,0.58,0.58,
2021-05-13,0.74,0.72,0.7,0.68,0.67,0.67,0.66,0.66,0.65,0.74,0.63,0.62,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.59,0.59,0.59,
2021-05-12,0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.61,0.6,0.6,0.6,0.6,0.61,0.62,0.63,0.67,0.68,0.67,0.71,0.81,0.81,
2021-05-11,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,
2021-05-10,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,
2021-05-09,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,
2021-05-08,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.63,0.63,0.63,0.63,0.63,
2021-05-07,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.64,0.64,0.64,0.63,0.63,0.62,0.62,0.62,0.62,0.62,
2021-05-06,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.65,0.66,0.66,0.65,0.64,0.63,0.63,0.63,0.63,0.63,
2021-05-05,0.65,0.67,0.67,0.67,0.66,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.64,0.64,0.63,0.63,
2021-05-04,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.64,0.65,0.65,0.65,0.65,0.65,0.65,
2021-05-03,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.64,0.65,0.65,0.64,0.63,0.63,0.63,0.63,0.63,0.63,0.63,
2021-05-02,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.63,0.64,0.64,0.64,0.63,0.63,
2021-05-01,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,
2021-04-30,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.62,0.63,0.63,0.63,0.63,0.63,0.63,
2021-04-29,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.63,0.63,0.63,0.63,0.63,0.62,0.62,0.62,
2021-04-28,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.64,0.64,0.64,0.63,0.63,0.62,0.62,0.62,0.62,0.62,
2021-04-27,0.66,0.65,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.66,0.64,0.64,0.63,0.63,0.63,0.63,0.65,0.65,0.65,0.64,0.64,0.63,0.63,
