관측 일시,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2022-11-01,177.02,177.01,177.01,177.01,177.01,177.01,177.01,177.01,177.01,177.02,177.01,177.0,177.0,177.0,176.99,176.99,176.98,176.98,176.98,176.97,176.97,176.97,176.97,353.94
2022-10-31,177.06,177.06,177.06,177.04,177.04,177.04,177.04,177.04,177.04,177.06,177.03,177.03,177.03,177.03,177.03,177.03,177.03,177.02,177.02,177.02,177.02,177.02,177.02,354.04
2022-10-30,177.10,177.1,177.1,177.1,177.07,177.07,177.07,177.07,177.07,177.1,177.07,177.07,177.07,177.07,177.07,177.07,177.07,177.07,177.07,177.07,177.06,177.06,177.06,354.12
2022-10-29,177.14,177.13,177.13,177.13,177.13,177.13,177.11,177.11,177.11,177.14,177.11,177.11,177.11,177.11,177.11,177.11,177.11,177.1,177.1,177.1,177.1,177.1,177.1,354.2
2022-10-28,177.17,177.17,177.17,177.17,177.17,177.17,177.17,177.16,177.16,177.17,177.16,177.16,177.15,177.15,177.15,177.14,177.14,177.14,177.14,177.14,177.14,177.14,177.14,354.28
2022-10-27,177.22,177.22,177.21,177.21,177.21,177.21,177.21,177.21,177.21,177.22,177.21,177.21,177.2,177.2,177.2,177.2,177.18,177.18,177.18,177.18,177.18,177.17,177.17,354.34
2022-10-26,177.26,177.26,177.26,177.26,177.25,177.23,177.23,177.23,177.23,177.26,177.23,177.23,177.23,177.23,177.23,177.22,177.22,177.22,177.22,177.22,177.22,177.22,177.22,354.44
2022-10-25,177.29,177.29,177.29,177.28,177.28,177.28,177.28,177.28,177.28,177.29,177.28,177.28,177.28,177.28,177.28,177.28,177.28,177.26,177.26,177.26,177.26,177.26,177.26,354.52
2022-10-24,177.33,177.33,177.33,177.33,177.33,177.33,177.32,177.32,177.32,177.33,177.31,177.31,177.31,177.31,177.31,177.31,177.3,177.3,177.3,177.29,177.29,177.29,177.29,177.29
2022-10-23,177.37,177.37,177.37,177.37,177.37,177.37,177.36,177.36,177.36,177.37,177.35,177.35,177.35,177.35,177.35,177.34,177.35,177.34,177.34,177.34,177.34,177.33,177.33,354.66
2022-10-22,177.41,177.41,177.41,177.41,177.41,177.41,177.41,177.4,177.4,177.41,177.4,177.4,177.39,177.39,177.39,177.39,177.39,177.39,177.38,177.38,177.38,177.37,177.37,354.74
2022-10-21,177.46,177.46,177.46,177.46,177.46,177.46,177.46,177.46,177.46,177.46,177.43,177.43,177.43,177.43,177.43,177.42,177.42,177.42,177.42,177.42,177.42,177.42,177.42,354.84
2022-10-20,177.48,177.48,177.48,177.48,177.48,177.47,177.47,177.47,177.47,177.48,177.47,177.47,177.47,177.47,177.47,177.47,177.47,177.47,177.47,177.47,177.46,177.46,177.46,354.92
