관측 일시,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2021-12-01,190.21,190.21,190.22,190.22,190.22,190.23,190.23,190.24,190.25,190.21,190.26,190.27,190.27,190.28,190.28,190.29,190.29,190.3,190.31,190.31,190.32,190.32,190.33,190.33
2021-11-30,190.12,190.12,190.12,190.13,190.13,190.12,190.13,190.13,190.13,190.12,190.15,190.15,190.15,190.15,190.16,190.16,190.17,190.17,190.18,190.18,190.19,190.19,190.2,190.2
2021-11-29,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12
2021-11-28,190.11,190.11,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.11,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12,190.12
2021-11-27,190.11,190.11,190.11,190.11,190.11,190.11,190.11,190.11,190.11,190.11,190.11,190.11,190.11,190.11,190.11,190.11,190.11,190.11,190.11,190.11,190.11,190.11,190.11,190.11
2021-11-26,190.10,190.1,190.1,190.1,190.1,190.1,190.1,190.1,190.1,190.1,190.1,190.1,190.1,190.1,190.1,190.1,190.1,190.11,190.1,190.11,190.11,190.11,190.11,190.11
2021-11-25,190.08,190.08,190.08,190.09,190.09,190.09,190.09,190.09,190.09,190.08,190.09,190.09,190.09,190.09,190.09,190.09,190.09,190.09,190.09,190.1,190.09,190.09,190.1,190.1
2021-11-24,190.06,190.07,190.07,190.07,190.07,190.07,190.07,190.07,190.07,190.06,190.07,190.07,190.08,190.08,190.08,190.08,190.08,190.08,190.08,190.08,190.08,190.08,190.08,190.08
2021-11-23,190.05,190.06,190.05,190.05,190.06,190.06,190.05,190.06,190.06,190.05,190.06,190.06,190.06,190.06,190.06,190.06,190.06,190.06,190.06,190.06,190.06,190.06,190.06,190.06
2021-11-22,190.04,190.04,190.04,190.05,190.05,190.05,190.05,190.05,190.05,190.04,190.05,190.05,190.05,190.05,190.05,190.05,190.05,190.05,190.05,190.05,190.05,190.06,190.05,190.05
2021-11-21,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04
2021-11-20,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04
2021-11-19,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04
2021-11-18,190.03,190.03,190.03,190.03,190.03,190.03,190.03,190.03,190.03,190.03,190.04,190.03,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04,190.04
