관측 일시,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2022-05-31,184.08,184.07,184.06,184.05,184.04,184.03,184.02,184.01,184.01,184.08,183.99,183.98,183.96,183.96,183.95,183.94,183.93,183.92,183.91,183.9,183.89,183.88,183.87,183.86
2022-05-30,184.30,184.3,184.29,184.28,184.27,184.26,184.25,184.24,184.24,184.3,184.22,184.21,184.2,184.19,184.17,184.16,184.16,184.15,184.14,184.13,184.12,184.11,184.1,184.09
2022-05-29,184.54,184.53,184.52,184.5,184.5,184.49,184.48,184.47,184.46,184.54,184.44,184.43,184.42,184.41,184.4,184.39,184.38,184.37,184.36,184.35,184.34,184.33,184.33,184.32
2022-05-28,184.76,184.75,184.74,184.73,184.72,184.71,184.7,184.7,184.69,184.76,184.67,184.66,184.65,184.64,184.63,184.62,184.62,184.61,184.6,184.59,184.58,184.57,184.56,184.55
2022-05-27,184.99,184.97,184.96,184.95,184.94,184.93,184.92,184.91,184.91,184.99,184.89,184.88,184.87,184.86,184.85,184.85,184.84,184.83,184.82,184.81,184.8,184.79,184.78,184.77
2022-05-26,185.20,185.2,185.18,185.18,185.17,185.16,185.15,185.14,185.13,185.2,185.12,185.11,185.09,185.09,185.08,185.07,185.06,185.06,185.04,185.04,185.03,185.01,185.01,184.99
2022-05-25,185.41,185.41,185.4,185.39,185.38,185.37,185.36,185.35,185.34,185.41,185.33,185.32,185.31,185.3,185.29,185.28,185.28,185.27,185.26,185.25,185.24,185.23,185.23,185.21
2022-05-24,185.62,185.61,185.61,185.6,185.59,185.58,185.57,185.56,185.55,185.62,185.54,185.53,185.52,185.51,185.5,185.5,185.49,185.48,185.47,185.46,185.45,185.44,185.44,185.43
2022-05-23,185.83,185.82,185.81,185.8,185.79,185.78,185.77,185.77,185.76,185.83,185.74,185.73,185.72,185.72,185.71,185.7,185.69,185.69,185.67,185.67,185.66,185.65,185.64,185.64
2022-05-22,186.03,186.03,186.02,186.01,186.0,185.99,185.98,185.98,185.97,186.03,185.95,185.94,185.93,185.92,185.91,185.91,185.9,185.89,185.88,185.87,185.86,185.85,185.85,185.84
2022-05-21,186.24,186.24,186.23,186.22,186.21,186.2,186.19,186.19,186.18,186.24,186.16,186.15,186.14,186.13,186.12,186.12,186.11,186.1,186.09,186.08,186.07,186.06,186.06,186.05
2022-05-20,186.45,186.45,186.44,186.42,186.42,186.41,186.39,186.39,186.38,186.45,186.36,186.35,186.35,186.34,186.33,186.32,186.32,186.31,186.3,186.29,186.28,186.27,186.26,186.25
2022-05-19,186.65,186.65,186.64,186.62,186.62,186.61,186.6,186.59,186.58,186.65,186.56,186.56,186.54,186.54,186.53,186.52,186.52,186.51,186.5,186.49,186.48,186.48,186.47,186.46
2022-05-18,186.86,186.85,186.84,186.83,186.83,186.81,186.8,186.8,186.79,186.86,186.77,186.77,186.75,186.74,186.74,186.73,186.72,186.71,186.7,186.7,186.69,186.68,186.67,186.66
2022-05-17,187.06,187.05,187.04,187.03,187.02,187.01,187.0,187.0,186.99,187.06,186.98,186.97,186.96,186.95,186.95,186.93,186.93,186.92,186.91,186.9,186.9,186.88,186.88,186.87
2022-05-16,187.24,187.24,187.23,187.22,187.22,187.21,187.2,187.18,187.18,187.24,187.17,187.16,187.15,187.14,187.13,187.12,187.12,187.11,187.1,187.1,187.09,187.08,187.08,187.07
2022-05-15,187.43,187.42,187.41,187.4,187.4,187.39,187.39,187.38,187.38,187.43,187.35,187.34,187.33,187.33,187.31,187.31,187.3,187.29,187.29,187.28,187.28,187.27,187.26,187.25
2022-05-14,187.61,187.61,187.6,187.59,187.59,187.58,187.57,187.57,187.55,187.61,187.54,187.52,187.52,187.51,187.5,187.49,187.49,187.48,187.47,187.46,187.46,187.45,187.45,187.44
2022-05-13,187.80,187.79,187.78,187.78,187.76,187.76,187.74,187.74,187.73,187.8,187.72,187.7,187.7,187.69,187.69,187.68,187.67,187.66,187.65,187.65,187.65,187.64,187.62,187.62
2022-05-12,187.98,187.96,187.96,187.96,187.94,187.94,187.94,187.92,187.92,187.98,187.9,187.89,187.89,187.87,187.87,187.86,187.85,187.84,187.84,187.83,187.83,187.82,187.81,187.81
2022-05-11,188.16,188.16,188.14,188.13,188.13,188.12,188.12,188.11,188.1,188.16,188.09,188.08,188.07,188.07,188.06,188.04,188.04,188.03,188.02,188.02,188.01,188.0,188.0,187.98
2022-05-10,188.33,188.33,188.32,188.31,188.31,188.29,188.29,188.29,188.28,188.33,188.26,188.26,188.24,188.24,188.23,188.23,188.22,188.21,188.2,188.2,188.19,188.19,188.17,188.17
2022-05-09,188.48,188.48,188.47,188.46,188.46,188.45,188.45,188.44,188.43,188.48,188.42,188.42,188.41,188.41,188.4,188.4,188.39,188.39,188.38,188.37,188.37,188.35,188.35,188.34
2022-05-08,188.62,188.62,188.62,188.62,188.6,188.6,188.59,188.59,188.58,188.62,188.57,188.56,188.55,188.55,188.54,188.53,188.53,188.52,188.52,188.51,188.51,188.5,188.49,188.49
2022-05-07,188.77,188.77,188.75,188.75,188.75,188.74,188.73,188.73,188.71,188.77,188.71,188.7,188.69,188.69,188.68,188.68,188.67,188.67,188.66,188.66,188.65,188.65,188.63,188.63
2022-05-06,188.90,188.89,188.89,188.89,188.88,188.87,188.87,188.86,188.86,188.9,188.85,188.84,188.84,188.83,188.82,188.82,188.81,188.81,188.8,188.8,188.79,188.79,188.78,188.77
2022-05-05,189.03,189.03,189.02,189.01,189.0,189.0,189.0,188.98,188.98,189.03,188.97,188.97,188.96,188.96,188.95,188.95,188.94,188.93,188.93,188.92,188.92,188.92,188.91,188.91
2022-05-04,189.16,189.15,189.14,189.14,189.13,189.13,189.11,189.11,189.1,189.16,189.1,189.09,189.09,189.08,189.07,189.07,189.06,189.06,189.05,189.05,189.05,189.04,189.04,189.04
2022-05-03,189.26,189.25,189.25,189.25,189.24,189.23,189.23,189.23,189.22,189.26,189.22,189.21,189.2,189.2,189.2,189.19,189.19,189.18,189.18,189.18,189.17,189.17,189.17,189.16
2022-05-02,189.32,189.31,189.31,189.31,189.31,189.3,189.3,189.3,189.3,189.32,189.29,189.29,189.29,189.29,189.28,189.28,189.28,189.28,189.27,189.27,189.27,189.27,189.26,189.26
2022-05-01,189.36,189.36,189.36,189.35,189.35,189.35,189.35,189.35,189.35,189.36,189.34,189.34,189.34,189.34,189.34,189.34,189.33,189.33,189.33,189.33,189.32,189.32,189.32,189.32
2022-04-30,189.40,189.4,189.4,189.4,189.39,189.39,189.39,189.39,189.39,189.4,189.39,189.39,189.39,189.38,189.38,189.37,189.37,189.37,189.37,189.37,189.37,189.36,189.37,189.36
2022-04-29,189.43,189.43,189.43,189.42,189.42,189.42,189.42,189.42,189.42,189.43,189.42,189.42,189.42,189.41,189.41,189.41,189.41,189.41,189.4,189.4,189.4,189.4,189.4,189.4
2022-04-28,189.47,189.47,189.47,189.47,189.47,189.46,189.46,189.46,189.46,189.47,189.46,189.45,189.45,189.45,189.44,189.44,189.44,189.44,189.44,189.44,189.44,189.43,189.43,189.43
2022-04-27,189.50,189.49,189.49,189.49,189.49,189.49,189.49,189.49,189.49,189.5,189.49,189.49,189.49,189.49,189.49,189.48,189.48,189.48,189.48,189.48,189.48,189.48,189.47,189.47
2022-04-26,189.50,189.49,189.5,189.49,189.5,189.49,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5
2022-04-25,189.52,189.51,189.51,189.51,189.51,189.51,189.51,189.51,189.51,189.52,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.49,189.49,189.48,189.48,189.49,189.49
2022-04-24,189.57,189.57,189.56,189.56,189.56,189.56,189.56,189.56,189.56,189.57,189.56,189.55,189.55,189.53,189.53,189.53,189.53,189.53,189.53,189.52,189.52,189.52,189.52,189.52
2022-04-23,189.60,189.6,189.6,189.6,189.6,189.59,189.59,189.59,189.59,189.6,189.59,189.58,189.58,189.58,189.58,189.58,189.58,189.57,189.57,189.57,189.57,189.57,189.57,189.57
2022-04-22,189.64,189.64,189.64,189.64,189.64,189.63,189.63,189.63,189.63,189.64,189.62,189.62,189.62,189.62,189.62,189.62,189.62,189.62,189.61,189.61,189.61,189.61,189.6,189.6
2022-04-21,189.68,189.68,189.68,189.68,189.68,189.68,189.68,189.68,189.67,189.68,189.67,189.66,189.66,189.66,189.66,189.66,189.65,189.65,189.65,189.65,189.65,189.65,189.65,189.64
2022-04-20,189.71,189.71,189.71,189.71,189.71,189.71,189.71,189.71,189.71,189.71,189.71,189.71,189.7,189.7,189.7,189.7,189.69,189.69,189.69,189.69,189.69,189.69,189.69,189.69
2022-04-19,189.73,189.73,189.73,189.73,189.73,189.72,189.72,189.72,189.72,189.73,189.72,189.72,189.72,189.72,189.72,189.72,189.72,189.72,189.72,189.71,189.71,189.71,189.71,189.71
2022-04-18,189.74,189.74,189.74,189.74,189.74,189.74,189.74,189.74,189.74,189.74,189.74,189.74,189.74,189.74,189.74,189.73,189.73,189.73,189.73,189.73,189.73,189.73,189.73,189.73
2022-04-17,189.76,189.76,189.76,189.76,189.76,189.76,189.76,189.76,189.75,189.76,189.75,189.75,189.75,189.75,189.75,189.75,189.75,189.75,189.75,189.75,189.75,189.75,189.75,189.75
2022-04-16,189.77,189.77,189.77,189.77,189.77,189.77,189.77,189.77,189.77,189.77,189.77,189.77,189.77,189.77,189.76,189.77,189.77,189.76,189.76,189.76,189.76,189.76,189.76,189.76
2022-04-15,189.78,189.78,189.78,189.78,189.78,189.78,189.78,189.78,189.78,189.78,189.78,189.78,189.78,189.78,189.78,189.78,189.78,189.78,189.78,189.78,189.78,189.77,189.78,189.77
