관측 일시,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2022-12-31,175.75,175.75,175.75,175.75,175.75,175.75,175.75,175.75,175.75,175.75,175.75,175.75,175.75,175.74,175.75,175.74,175.74,175.74,175.74,175.74,175.74,175.74,175.74,351.48
2022-12-30,175.77,175.77,175.77,175.77,175.77,175.77,175.77,175.77,175.77,175.77,175.77,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.75,351.5
2022-12-29,175.79,175.79,175.79,175.79,175.79,175.79,175.79,175.79,175.79,175.79,175.79,175.79,175.78,175.78,175.78,175.78,175.78,175.78,175.78,175.77,175.77,175.77,175.77,351.54
2022-12-28,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.8,175.8,175.8,175.8,175.8,175.8,175.79,175.79,175.79,175.79,175.79,175.79
2022-12-27,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,351.62
2022-12-26,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.83,175.83,175.83,175.83,175.83,175.83,175.82,175.82,175.82,175.82,175.82,351.64
2022-12-25,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.82,175.81,175.81,175.81,175.81,175.81,351.62
2022-12-24,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81,175.81
2022-12-23,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,351.64
2022-12-22,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,175.82,351.64
2022-12-21,175.85,175.85,175.84,175.84,175.84,175.84,175.84,175.84,175.83,175.85,175.83,175.83,175.83,175.83,175.83,175.83,175.83,175.83,175.83,175.83,175.83,175.83,175.83,351.66
2022-12-20,175.90,175.9,175.9,175.9,175.9,175.9,175.9,175.9,175.9,175.9,175.9,175.9,175.88,175.88,175.88,175.87,175.87,175.86,175.85,175.86,175.85,175.85,175.85,351.7
2022-12-19,175.94,175.94,175.94,175.94,175.94,175.94,175.94,175.94,175.94,175.94,175.94,175.94,175.94,175.94,175.91,175.91,175.91,175.9,175.9,175.9,175.9,175.9,175.9,175.9
2022-12-18,176.00,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,175.95,175.94,175.94,175.94,175.94,175.94,175.94,175.94,351.88
2022-12-17,176.00,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,352.0
2022-12-16,176.03,176.03,176.03,176.02,176.03,176.02,176.02,176.02,176.02,176.03,176.01,176.01,176.01,176.01,176.01,176.01,176.0,176.0,176.0,176.0,176.0,176.0,176.0,352.0
2022-12-15,176.07,176.07,176.07,176.07,176.07,176.07,176.07,176.07,176.07,176.07,176.07,176.07,176.04,176.04,176.04,176.04,176.04,176.04,176.04,176.03,176.04,176.03,176.03,352.06
2022-12-14,176.10,176.09,176.1,176.09,176.09,176.09,176.09,176.08,176.08,176.1,176.08,176.08,176.08,176.08,176.08,176.07,176.07,176.07,176.07,176.07,176.07,176.07,176.07,352.14
2022-12-13,176.13,176.13,176.12,176.12,176.12,176.12,176.12,176.12,176.11,176.13,176.11,176.11,176.11,176.11,176.11,176.11,176.1,176.1,176.1,176.1,176.1,176.09,176.1,352.18
