지점,지점명,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%)
768,곡성,2022-01-01 00:00,-4.3,317.3,2.5,0,1020.8,1033.9,51
768,곡성,2022-01-01 01:00,-4.3,312.4,3.1,0,1020.7,1033.8,45
768,곡성,2022-01-01 02:00,-4.5,349.5,2.6,0,1020.8,1033.9,48
768,곡성,2022-01-01 03:00,-6.9,40.3,.6,0,1020.7,1033.9,70
768,곡성,2022-01-01 04:00,-7.2,0,.4,0,1019.8,1033,74
768,곡성,2022-01-01 05:00,-8.5,280.8,.5,0,1019.5,1032.8,78
768,곡성,2022-01-01 06:00,-9.1,320.6,.8,0,1019.4,1032.7,82
768,곡성,2022-01-01 07:00,-9,0,.2,0,1019.7,1033,79
768,곡성,2022-01-01 08:00,-9.1,0,.2,0,1019.8,1033.1,81
768,곡성,2022-01-01 09:00,-6.1,86.2,.8,0,1020.4,1033.5,73
768,곡성,2022-01-01 10:00,-4,57.7,1.1,0,1021,1034.1,58
768,곡성,2022-01-01 11:00,-.6,88.7,1.2,0,1020.6,1033.5,46
768,곡성,2022-01-01 12:00,.8,147.6,1.4,0,1019.3,1032.1,38
768,곡성,2022-01-01 13:00,2.4,37.3,1.8,0,1017.8,1030.5,33
768,곡성,2022-01-01 14:00,4,27.1,1.2,0,1016.5,1029.1,27
768,곡성,2022-01-01 15:00,4.4,120.2,1.4,0,1016,1028.6,27
768,곡성,2022-01-01 16:00,4.5,87.2,1.1,0,1015.7,1028.2,28
768,곡성,2022-01-01 17:00,1.5,303,.5,0,1015.8,1028.5,38
768,곡성,2022-01-01 18:00,-.5,267.4,.5,0,1016,1028.8,47
768,곡성,2022-01-01 19:00,-.8,0,.4,0,1016,1028.8,48
768,곡성,2022-01-01 20:00,-1.5,0,.2,0,1016.1,1029,52
768,곡성,2022-01-01 21:00,-1.8,0,.1,0,1016,1028.9,51
768,곡성,2022-01-01 22:00,-2.5,358.2,.5,0,1015.9,1028.8,61
768,곡성,2022-01-01 23:00,-3.4,0,0,0,1016.1,1029.1,59
768,곡성,2022-01-02 00:00,-4,0,.3,0,1016.1,1029.1,65
768,곡성,2022-01-02 01:00,-5,0,.3,0,1015.8,1028.8,68
768,곡성,2022-01-02 02:00,-5.9,0,.4,0,1015.7,1028.8,73
768,곡성,2022-01-02 03:00,-6.4,0,.2,0,1015.9,1029,77
768,곡성,2022-01-02 04:00,-7.1,184.6,.8,0,1015.6,1028.7,83
768,곡성,2022-01-02 05:00,-7,0,.2,0,1015,1028.1,80
768,곡성,2022-01-02 06:00,-8,0,.2,0,1015,1028.2,85
768,곡성,2022-01-02 07:00,-7.9,320.2,.7,0,1015.3,1028.5,85
768,곡성,2022-01-02 08:00,-6.4,162.4,.6,0,1015.7,1028.8,85
768,곡성,2022-01-02 09:00,-5.4,0,.1,0,1016.1,1029.1,83
768,곡성,2022-01-02 10:00,-3.9,183.1,1.1,0,1016.4,1029.4,74
768,곡성,2022-01-02 11:00,-.8,38.1,2.1,0,1016.1,1028.9,60
768,곡성,2022-01-02 12:00,0,46.3,1.4,0,1015.7,1028.5,58
768,곡성,2022-01-02 13:00,2.3,51,1.6,0,1015,1027.7,46
768,곡성,2022-01-02 14:00,2.9,37.9,2,0,1014.5,1027.1,51
768,곡성,2022-01-02 15:00,5.5,105.9,1.1,0,1014,1026.5,49
768,곡성,2022-01-02 16:00,5.1,316.8,2.6,0,1014,1026.5,53
768,곡성,2022-01-02 17:00,2.6,150.9,.5,0,1014,1026.6,60
768,곡성,2022-01-02 18:00,2.5,302.8,2.3,0,1014.4,1027,64
768,곡성,2022-01-02 19:00,2,299,2.5,0,1014.7,1027.4,67
768,곡성,2022-01-02 20:00,1,358.7,1.9,0,1015.4,1028.1,71
768,곡성,2022-01-02 21:00,-.4,333.4,1.2,0,1015.7,1028.5,69
768,곡성,2022-01-02 22:00,-2.7,0,.4,0,1015.6,1028.5,79
768,곡성,2022-01-02 23:00,-3.7,297,.5,0,1015.6,1028.6,81
768,곡성,2022-01-03 00:00,-4.1,0,.4,0,1015.7,1028.7,85
768,곡성,2022-01-03 01:00,-5.2,0,.4,0,1015.5,1028.5,89
768,곡성,2022-01-03 02:00,-6.2,0,0,0,1015.5,1028.6,94
768,곡성,2022-01-03 03:00,-6.2,0,.2,0,1015.4,1028.5,94
768,곡성,2022-01-03 04:00,-6.7,294.3,.5,0,1015.2,1028.3,94
768,곡성,2022-01-03 05:00,-6.6,341.1,1.3,0,1015.2,1028.3,94
768,곡성,2022-01-03 06:00,-7.6,0,.1,0,1015.8,1029,96
768,곡성,2022-01-03 07:00,-8,19.8,1.1,0,1015.9,1029.1,96
768,곡성,2022-01-03 08:00,-8.3,0,.1,0,1016.1,1029.3,95
768,곡성,2022-01-03 09:00,-5.6,172.1,.5,0,1015.9,1029,94
768,곡성,2022-01-03 10:00,-4.3,56.2,1.4,0,1016,1029,89
768,곡성,2022-01-03 11:00,-1.1,42.9,1.9,0,1016,1028.8,78
768,곡성,2022-01-03 12:00,1.8,123.7,1,0,1015.1,1027.8,62
768,곡성,2022-01-03 13:00,3.5,42.2,2.4,0,1013.6,1026.2,53
768,곡성,2022-01-03 14:00,5,54.9,2,0,1012.7,1025.2,47
768,곡성,2022-01-03 15:00,6,40.3,3.1,0,1012.2,1024.7,41
768,곡성,2022-01-03 16:00,5.2,337,2.7,0,1012.4,1024.9,39
768,곡성,2022-01-03 17:00,2.9,314.2,1.9,0,1012.9,1025.5,47
768,곡성,2022-01-03 18:00,2.3,295.1,2.4,0,1013.2,1025.8,53
768,곡성,2022-01-03 19:00,1.5,281.3,2.8,0,1013.8,1026.5,58
768,곡성,2022-01-03 20:00,-1.1,213.6,.7,0,1014.1,1026.9,69
768,곡성,2022-01-03 21:00,-2.7,0,.4,0,1014.1,1027,77
768,곡성,2022-01-03 22:00,-3.5,191.8,.9,0,1014.4,1027.3,83
768,곡성,2022-01-03 23:00,-4,0,0,0,1014.6,1027.6,84
768,곡성,2022-01-04 00:00,-4.2,0,.1,0,1014.3,1027.3,87
768,곡성,2022-01-04 01:00,-3.9,0,.2,0,1014,1027,88
768,곡성,2022-01-04 02:00,-3.3,0,.4,0,1014.4,1027.3,88
768,곡성,2022-01-04 03:00,-3.4,0,.2,0,1014.7,1027.6,89
768,곡성,2022-01-04 04:00,-2.8,0,.1,0,1014.8,1027.7,87
768,곡성,2022-01-04 05:00,-3.8,0,0,0,1014.7,1027.7,89
768,곡성,2022-01-04 06:00,-4.1,358.6,1.2,0,1014.9,1027.9,90
768,곡성,2022-01-04 07:00,-4.2,0,.4,0,1015.1,1028.1,92
768,곡성,2022-01-04 08:00,-3.7,0,.2,0,1015.7,1028.7,91
768,곡성,2022-01-04 09:00,-3.1,0,0,0,1016.3,1029.2,90
768,곡성,2022-01-04 10:00,-.6,57.8,.7,0,1016.8,1029.6,81
768,곡성,2022-01-04 11:00,2.7,41.2,2.1,0,1016.4,1029.1,61
768,곡성,2022-01-04 12:00,4.5,41.2,4.8,0,1015.4,1027.9,34
768,곡성,2022-01-04 13:00,5.7,28.1,4.3,0,1014.5,1027,26
768,곡성,2022-01-04 14:00,6,352.8,2.9,0,1014.1,1026.6,23
768,곡성,2022-01-04 15:00,7,267.8,2.3,0,1014,1026.4,25
768,곡성,2022-01-04 16:00,5.9,278,2.3,0,1014.4,1026.9,27
768,곡성,2022-01-04 17:00,3.9,279.3,2,0,1014.4,1027,35
768,곡성,2022-01-04 18:00,2.6,287.4,3.1,0,1014.4,1027,46
768,곡성,2022-01-04 19:00,1.4,277.2,2.5,0,1014.9,1027.6,53
768,곡성,2022-01-04 20:00,-.6,35,1.6,0,1015.5,1028.3,62
768,곡성,2022-01-04 21:00,-1.1,202.8,.7,0,1016,1028.8,66
768,곡성,2022-01-04 22:00,-1.3,0,0,0,1016.2,1029.1,68
768,곡성,2022-01-04 23:00,-1.7,153.7,.5,0,1016.1,1029,71
768,곡성,2022-01-05 00:00,-2.1,0,.2,0,1016.2,1029.1,72
768,곡성,2022-01-05 01:00,-2.3,214.4,.6,0,1016.1,1029,72
768,곡성,2022-01-05 02:00,-2.6,0,0,0,1015.9,1028.8,71
768,곡성,2022-01-05 03:00,-3.2,0,.3,0,1016,1028.9,73
768,곡성,2022-01-05 04:00,-3.2,0,.4,0,1015.1,1028,72
768,곡성,2022-01-05 05:00,-2.8,221.7,.5,0,1014.9,1027.8,70
768,곡성,2022-01-05 06:00,-2.6,0,.2,0,1015,1027.9,70
768,곡성,2022-01-05 07:00,-2.8,0,0,0,1015.2,1028.1,73
768,곡성,2022-01-05 08:00,-2.5,36.8,.6,0,1015.4,1028.3,78
768,곡성,2022-01-05 09:00,-2.2,50.8,.5,0,1015.5,1028.4,76
768,곡성,2022-01-05 10:00,-1.4,34,.5,0,1015.9,1028.8,58
768,곡성,2022-01-05 11:00,0,72.3,.7,0,1015.5,1028.3,55
768,곡성,2022-01-05 12:00,2.3,73.3,.9,0,1014.5,1027.2,46
768,곡성,2022-01-05 13:00,2.6,38.3,1.4,0,1013,1025.6,41
768,곡성,2022-01-05 14:00,3.5,26.6,1.5,0,1012.3,1024.9,35
768,곡성,2022-01-05 15:00,4.5,88.8,.5,0,1012,1024.5,34
768,곡성,2022-01-05 16:00,4.1,182.5,.7,0,1012.7,1025.2,39
768,곡성,2022-01-05 17:00,3.7,0,.1,0,1013.1,1025.7,45
768,곡성,2022-01-05 18:00,2.7,0,.3,0,1013.5,1026.1,47
768,곡성,2022-01-05 19:00,2.3,0,.1,0,1014,1026.6,51
768,곡성,2022-01-05 20:00,2.3,322.8,.8,0,1013.9,1026.5,51
768,곡성,2022-01-05 21:00,1.7,0,.1,0,1014.2,1026.9,56
768,곡성,2022-01-05 22:00,1.3,182.9,.6,0,1014.1,1026.8,61
768,곡성,2022-01-05 23:00,1.5,195,.6,0,1013.4,1026.1,57
768,곡성,2022-01-06 00:00,1.9,146.1,1.5,0,1013.5,1026.2,58
768,곡성,2022-01-06 01:00,1.5,273.2,.8,0,1013.3,1026,59
768,곡성,2022-01-06 02:00,1.1,191.9,.7,0,1013.5,1026.2,65
768,곡성,2022-01-06 03:00,1.1,218.5,.8,0,1013.5,1026.2,62
768,곡성,2022-01-06 04:00,-.6,291.2,.6,0,1013.6,1026.4,67
768,곡성,2022-01-06 05:00,-1.7,61.6,1.3,0,1014.2,1027,69
768,곡성,2022-01-06 06:00,-2.8,311.4,.5,0,1014.8,1027.7,72
768,곡성,2022-01-06 07:00,-3.8,0,.3,0,1015.4,1028.4,69
768,곡성,2022-01-06 08:00,-4,0,.2,0,1016.2,1029.2,69
768,곡성,2022-01-06 09:00,-1.6,152.6,1,0,1016.6,1029.5,65
768,곡성,2022-01-06 10:00,1.6,38.3,2.9,0,1017,1029.7,47
768,곡성,2022-01-06 11:00,3.6,303.5,2.7,0,1017.1,1029.7,34
768,곡성,2022-01-06 12:00,4.7,34.6,2.8,0,1016.3,1028.8,27
768,곡성,2022-01-06 13:00,5.7,42.1,4.9,0,1015.2,1027.7,23
768,곡성,2022-01-06 14:00,6.1,328,3.7,0,1014.9,1027.4,25
768,곡성,2022-01-06 15:00,6.5,306.2,2.1,0,1014.7,1027.2,25
768,곡성,2022-01-06 16:00,6.1,303.1,2,0,1015,1027.5,28
768,곡성,2022-01-06 17:00,3.9,303.3,3.1,0,1015.3,1027.9,34
768,곡성,2022-01-06 18:00,2.7,307,3.1,0,1016,1028.6,39
768,곡성,2022-01-06 19:00,1.9,307.3,3.4,0,1016.5,1029.2,51
768,곡성,2022-01-06 20:00,1.2,274.2,1.7,0,1017.4,1030.1,55
768,곡성,2022-01-06 21:00,-2.2,200.4,.8,0,1017.9,1030.8,67
768,곡성,2022-01-06 22:00,-3.7,0,.1,0,1018,1031,75
768,곡성,2022-01-06 23:00,-3.7,0,.4,0,1017.9,1030.9,77
768,곡성,2022-01-07 00:00,-4.6,0,.3,0,1017.7,1030.7,82
768,곡성,2022-01-07 01:00,-5.5,0,0,0,1017.9,1031,86
768,곡성,2022-01-07 02:00,-6.1,0,.3,0,1018.4,1031.5,89
768,곡성,2022-01-07 03:00,-6.6,0,0,0,1018.7,1031.8,90
768,곡성,2022-01-07 04:00,-7.1,0,.3,0,1018.7,1031.9,93
768,곡성,2022-01-07 05:00,-7.5,0,.1,0,1018.7,1031.9,94
768,곡성,2022-01-07 06:00,-8.4,0,0,0,1019,1032.2,94
768,곡성,2022-01-07 07:00,-8.2,0,0,0,1019.3,1032.5,94
768,곡성,2022-01-07 08:00,-8.9,0,.4,0,1019.3,1032.6,94
768,곡성,2022-01-07 09:00,-5.8,0,.3,0,1019.5,1032.6,88
768,곡성,2022-01-07 10:00,-3.6,77.2,.8,0,1019.5,1032.5,80
768,곡성,2022-01-07 11:00,-.6,75.5,.8,0,1018.9,1031.7,67
768,곡성,2022-01-07 12:00,1.6,61.1,1.3,0,1017.8,1030.5,50
768,곡성,2022-01-07 13:00,4.1,153.6,1.2,0,1016.7,1029.3,43
768,곡성,2022-01-07 14:00,6.7,105.4,1.2,0,1016.1,1028.6,35
768,곡성,2022-01-07 15:00,7.7,61.1,.9,0,1015.6,1028,29
768,곡성,2022-01-07 16:00,8.2,305.3,.7,0,1015.4,1027.8,25
768,곡성,2022-01-07 17:00,2.9,291.3,1.3,0,1015.3,1027.9,38
768,곡성,2022-01-07 18:00,1.1,271.1,.5,0,1015.4,1028.1,40
768,곡성,2022-01-07 19:00,-1.3,210.7,.5,0,1016,1028.8,52
768,곡성,2022-01-07 20:00,-2.7,0,.2,0,1016.3,1029.2,55
768,곡성,2022-01-07 21:00,-3.4,0,.2,0,1016.6,1029.6,56
768,곡성,2022-01-07 22:00,-4.3,40.2,.5,0,1016.6,1029.6,63
768,곡성,2022-01-07 23:00,-5.1,326.4,.5,0,1016.5,1029.6,68
768,곡성,2022-01-08 00:00,-5.3,263.6,.5,0,1016.2,1029.2,71
768,곡성,2022-01-08 01:00,-6,0,.3,0,1015.8,1028.9,78
768,곡성,2022-01-08 02:00,-6.5,0,.3,0,1015.9,1029,79
768,곡성,2022-01-08 03:00,-7.2,0,.1,0,1016.2,1029.3,83
768,곡성,2022-01-08 04:00,-7.4,0,0,0,1015.5,1028.6,84
768,곡성,2022-01-08 05:00,-7.6,0,.2,0,1014.9,1028.1,84
768,곡성,2022-01-08 06:00,-8.6,0,0,0,1014.8,1028,90
768,곡성,2022-01-08 07:00,-9,0,.4,0,1015,1028.2,91
768,곡성,2022-01-08 08:00,-9,0,0,0,1015.3,1028.5,92
768,곡성,2022-01-08 09:00,-6,0,.3,0,1015.3,1028.4,82
768,곡성,2022-01-08 10:00,-3.3,73,.8,0,1015.3,1028.2,76
768,곡성,2022-01-08 11:00,-.1,95.2,.8,0,1014.5,1027.3,66
768,곡성,2022-01-08 12:00,2.4,73.6,1.2,0,1013.5,1026.1,53
768,곡성,2022-01-08 13:00,5.3,68.2,1.8,0,1012.1,1024.6,38
768,곡성,2022-01-08 14:00,6.4,11.3,2.7,0,1011.4,1023.8,32
768,곡성,2022-01-08 15:00,7.1,257.9,2.4,0,1010.9,1023.3,28
768,곡성,2022-01-08 16:00,6.8,257.5,2,0,1011,1023.4,32
768,곡성,2022-01-08 17:00,4.9,285.8,2.5,0,1011.4,1023.9,46
768,곡성,2022-01-08 18:00,2.9,295.3,2.3,0,1012.1,1024.7,58
768,곡성,2022-01-08 19:00,1.9,313.3,2.1,0,1012.6,1025.3,67
768,곡성,2022-01-08 20:00,-.4,0,.2,0,1012.4,1025.2,76
768,곡성,2022-01-08 21:00,-1.3,331.7,1,0,1012.5,1025.3,80
768,곡성,2022-01-08 22:00,-.4,0,.1,0,1012.4,1025.2,76
768,곡성,2022-01-08 23:00,-.4,0,.3,0,1012.2,1025,79
768,곡성,2022-01-09 00:00,-.8,0,0,0,1011.6,1024.4,81
768,곡성,2022-01-09 01:00,-.3,22.8,.8,0,1011.3,1024,79
768,곡성,2022-01-09 02:00,-1.1,0,.1,0,1011.2,1024,84
768,곡성,2022-01-09 03:00,-.8,207.2,.8,0,1011.1,1023.9,82
768,곡성,2022-01-09 04:00,-.7,0,.1,0,1010.7,1023.5,83
768,곡성,2022-01-09 05:00,-.7,0,0,0,1010.8,1023.6,85
768,곡성,2022-01-09 06:00,-.7,160.6,.7,0,1010.8,1023.6,86
768,곡성,2022-01-09 07:00,-2,0,.3,0,1011,1023.8,88
768,곡성,2022-01-09 08:00,-1.1,6,2.1,0,1010.9,1023.7,85
768,곡성,2022-01-09 09:00,-.3,185.3,.9,0,1011.2,1023.9,85
768,곡성,2022-01-09 10:00,1.4,0,.2,0,1011.5,1024.2,74
768,곡성,2022-01-09 11:00,3.3,46.4,.8,0,1011.4,1024,68
768,곡성,2022-01-09 12:00,5.8,84.2,1.2,0,1010.6,1023,59
768,곡성,2022-01-09 13:00,6.8,42.8,2.4,0,1009.7,1022.1,60
768,곡성,2022-01-09 14:00,8,44.9,1.9,0,1008.9,1021.2,55
