관측 일시,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2022-05-31,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.57,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.57,0.58
2022-05-30,0.57,0.57,0.58,0.58,0.57,0.57,0.58,0.58,0.58,0.57,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58
2022-05-29,0.58,0.58,0.58,0.57,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.57,0.57,0.57,0.57,0.58,0.57,0.57,0.57,0.58,0.57,0.57,0.57,0.57
2022-05-28,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58
2022-05-27,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58
2022-05-26,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58
2022-05-25,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58
2022-05-24,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.58,0.58,0.59,0.59,0.59,0.59,0.59,0.58,0.58,0.58,0.58,0.58
2022-05-23,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.58,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
2022-05-22,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
2022-05-21,0.59,0.59,0.59,0.59,0.59,0.59,0.6,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
2022-05-20,0.60,0.6,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.6,0.6,0.59,0.6,0.6,0.59,0.6,0.59,0.59,0.59
2022-05-19,0.60,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
2022-05-18,0.52,0.51,0.52,0.51,0.51,0.51,0.51,0.51,0.51,0.52,0.51,0.51,0.51,0.51,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
2022-05-17,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.51,0.52,0.52
2022-05-16,0.53,0.52,0.52,0.53,0.53,0.52,0.52,0.52,0.52,0.53,0.52,0.52,0.52,0.53,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52
2022-05-15,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53
2022-05-14,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.53
2022-05-13,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54
2022-05-12,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54
2022-05-11,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54
2022-05-10,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55
2022-05-09,0.56,0.55,0.56,0.56,0.55,0.55,0.55,0.56,0.55,0.56,0.56,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55
2022-05-08,0.57,0.57,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.57,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56
2022-05-07,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57
2022-05-06,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.57,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58
2022-05-05,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.58,0.59,0.59,0.59,0.59,0.59,0.58,0.58,0.58,0.58,0.58
2022-05-04,0.60,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.59,0.59,0.59,0.59
2022-05-03,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.61,0.6,0.61,0.6,0.61,0.6,0.6,0.6
2022-05-02,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.62,0.62,0.61,0.61,0.62,0.61,0.61
2022-05-01,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.63,0.63,0.64,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.62,0.63,0.62
2022-04-30,0.67,0.66,0.66,0.66,0.65,0.65,0.65,0.65,0.65,0.67,0.65,0.65,0.65,0.64,0.65,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
