관측 일시,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2021-06-30,0.95,0.93,0.91,0.89,0.88,0.87,0.86,0.86,0.85,0.95,0.84,0.83,0.83,0.83,0.82,0.82,0.83,0.81,0.81,0.82,0.82,0.81,0.81,0.81
2021-06-29,0.72,0.72,0.71,0.72,0.72,0.72,0.71,0.71,0.72,0.72,0.71,0.71,0.71,0.72,0.71,0.71,0.71,0.71,0.71,0.71,0.73,0.79,0.89,0.96
2021-06-28,0.73,0.74,0.74,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.72,0.71,0.72,0.72,0.72
2021-06-27,0.75,0.76,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.74,0.75,0.74,0.74,0.74,0.74,0.74,0.74,0.74
2021-06-26,0.78,0.79,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.76,0.77,0.76,0.76,0.76,0.76,0.76
2021-06-25,0.83,0.82,0.82,0.82,0.82,0.82,0.81,0.81,0.81,0.83,0.8,0.8,0.8,0.81,0.8,0.8,0.8,0.8,0.8,0.8,0.79,0.79,0.79,0.79
2021-06-24,1.18,1.14,1.09,1.04,1.0,0.98,0.95,0.93,0.92,1.18,0.89,0.88,0.88,0.86,0.87,0.86,0.86,0.85,0.85,0.84,0.84,0.83,0.83,0.83
2021-06-23,0.77,0.79,0.82,0.84,0.84,0.84,0.82,0.82,0.81,0.77,0.8,0.8,0.79,0.78,0.78,0.78,0.77,0.77,0.77,0.76,0.76,0.76,0.76,0.76
2021-06-22,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.68,0.69,0.69,0.69,0.69,0.69,0.71,0.73,0.77,0.76,0.77
2021-06-21,0.71,0.71,0.71,0.71,0.71,0.71,0.7,0.71,0.71,0.71,0.71,0.7,0.7,0.71,0.7,0.7,0.71,0.7,0.7,0.7,0.7,0.7,0.7,0.7
2021-06-20,0.73,0.73,0.73,0.73,0.73,0.73,0.72,0.73,0.72,0.73,0.73,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.71,0.71,0.71
2021-06-19,0.75,0.75,0.75,0.75,0.75,0.75,0.74,0.74,0.74,0.75,0.75,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.73,0.74,0.73,0.73,0.73
2021-06-18,0.74,0.74,0.74,0.74,0.75,0.75,0.75,0.75,0.75,0.74,0.75,0.76,0.76,0.76,0.76,0.76,0.77,0.76,0.76,0.76,0.76,0.75,0.75,0.75
2021-06-17,0.76,0.76,0.76,0.76,0.76,0.75,0.75,0.75,0.75,0.76,0.75,0.75,0.74,0.74,0.74,0.74,0.75,0.74,0.74,0.74,0.74,0.74,0.75,0.74
2021-06-16,0.72,0.72,0.73,0.73,0.75,0.75,0.78,0.81,0.82,0.72,0.81,0.81,0.8,0.8,0.79,0.79,0.79,0.78,0.78,0.77,0.77,0.77,0.77,0.76
